annotation_id,tweet_id,customer_message,suggested_intent,annotation_status,final_intent,review_notes
1961,232348,"@AmazonHelp @115850 not received the package today.This is showing ""Product delivered"". Check. urgently. I've not even received call from the courier.",PACKAGE_NOT_RECEIVED,weak_label,,
1962,3753,"@AmazonHelp Mac book pro, with Chrome",,unlabelled,,
1963,102929,"@AmazonHelp I mean, this is so massively dumb. Take out a feature, then don’t tell your support how to manage it. Simple question and instead I get the third degree on my billing address and wrong information based on where it was sent.",PAYMENT,weak_label,,
1964,18948,"@AmazonHelp Then what do I do now ??
You guys have frustrated me..",,unlabelled,,
1965,250585,@AmazonHelp Not much help from @AmazonHelp either; 7 days and hasn't shipped. Underwhelmed.,ORDER_DISPATCH,weak_label,,
1966,99776,@AmazonHelp No. I had to go to amazon's site again and re-process a return. I've had to call almost every day for 2 weeks. I can recommend a training company if you need?,RETURN,weak_label,,
1967,1108146,"@AmazonHelp Yes a ""Guaranteed Delivery"" date of yesterday. It's happened a number of times this year, including an order that was lost in shipping &amp; I was then charged twice when it was re-shipped. I can understand errors happen, but now just unreliable.",PAYMENT,weak_label,,
1968,13149,@AmazonHelp asm mentioned before. You all are just idiots.,,unlabelled,,
1969,5284,@AmazonHelp I’m looking to reroute all my packages (except 1) to a nearby Amazon locker. I’ll DM you now :),,unlabelled,,
1970,223880,@115850  @AmazonHelp I have won this please tell me how to track this order. I am unable to do so.. https://t.co/hah2s2epV4,DELIVERY_TRACKING,weak_label,,
1971,58152,@AmazonHelp Seller Support is helpless &amp; we can only get template copy+paste replies from them. Genuine concerned are being ignored like Garbages,SELLER,weak_label,,
1972,86258,"@AmazonHelp MS, thanks, but Phillips Hue won't work in English in Germany. It'll ask you to switch the device language to German (and also crash in the process). Fire TV stick and Alexa will not even display a link option with both devices set to English while connected to a German account.",DEVICE,weak_label,,
1973,1582569,@AmazonHelp that's strange. Issue is I didn't receive cash back for order ending with 519 while another order ending with 116 that was placed after that,PACKAGE_NOT_RECEIVED,weak_label,,
1974,2395768,@AmazonHelp Account locked because of ‘pay with Amazon’ failing on another site. No communication received from you at all and I’ve called twice trying to resolve.,ACCOUNT,weak_label,,
1975,735008,"@AmazonHelp Yes, when I’m trying to change the payment method and/or shipping address options it re-routes me back to the cart. Yet I haven’t even selected any options of method nor destination(s)...",PAYMENT,weak_label,,
1976,16466,@AmazonHelp The link didnt go to app instead asked me to buy movies :-) I am looking for those on Amazon prime. Search function said did not exist,,unlabelled,,
1977,67540,@AmazonHelp All been sorted. Thank you. My refund should be with me in the next few days😊,REFUND,weak_label,,
1978,16790,"@AmazonHelp Last mail rec'd on 09.10.2017 stating refund will be in my account by 14.10.2017
Bt same not rec'd.",REFUND,weak_label,,
1979,1487385,@115821 @AmazonHelp Not received package..still app says it has been deceived..Can you guys please help me with this issue ?,PACKAGE_NOT_RECEIVED,weak_label,,
1980,35165,"@AmazonHelp It was delivered on 15-Jul-2017,so no way of returning this.... full waste of money
Bt plz deliver 
Sennheiser CX 180 at asap!!",RETURN,weak_label,,
1981,929644,"@AmazonHelp Yeah. Carrier said they never received the item and it won't be delivered this weekend at all. In fact, only 2 of the 4 items in my order were arrived. #PrimeFail",PACKAGE_NOT_RECEIVED,weak_label,,
1982,89188,@AmazonHelp Its been 15 days since i asked for my refund and i am still yet to recieve it. When will i get my $104.95???,REFUND,weak_label,,
1983,1701,@AmazonHelp You have to log in. I don't remember the email address I used. Can you look up the account by my bank information?,,unlabelled,,
1984,13918,"@AmazonHelp No, it still says arriving today.  I should have been notified as soon as the delivery date changed.",,unlabelled,,
1985,123402,"@AmazonHelp @6967 And not only that, when I track my order on your website.... Apparently I didn't make any. Even though I have emails and credit card receipts proving otherwise. https://t.co/9AzQ8RTAbt",DELIVERY_TRACKING,weak_label,,
1986,109931,@AmazonHelp This is Amazon help page. I dont think so its helping me even though MK who replied used very harsh wording. Consultant should understand the concern and provide the resolution. My order have been cancelled after 20 days. Y so? I need resolution. M not happy with services.,ORDER_CANCELLATION,weak_label,,
1987,257819,@AmazonHelp Still no delivery and tracking still says out for delivery. What happens now please? Really wanted the item today 🙁 https://t.co/YvgyaWbwD0,DELIVERY_TRACKING,weak_label,,
1988,11336,"@AmazonHelp ご親切にどうもありがとうございます。
買おうと思った商品が出品者の意向でキャンセルになり、同じ商品が出品されたまま１万円値段が上がっていました。不可解です。",,unlabelled,,
1989,174492,"@AmazonHelp very disappointed that my order has been delivered to the wrong address, when I called the help line I was told it could still arrive despite my order tracking stating handed to resident and now to wait until the 28th as it may still come.",DELIVERY_TRACKING,weak_label,,
1990,218961,@AmazonHelp No use. They are clueless. This shows clearly that you don’t have control on your delivery and your seller.,SELLER,weak_label,,
1991,1724,@AmazonHelp Deluxe edition on September 16th. It definitely had the pre orders on the profile because that’s why I ordered. Also why I paid for Prime..,,unlabelled,,
1992,128728,@AmazonHelp My package now says it is late and the tracker has not updated.,DELIVERY_DELAY,weak_label,,
1993,1064790,@AmazonHelp Leider reagiert meine @118117-Playbase nicht mehr korrekt auf Alexa (Echo). Es gab ein Update von Sonos. Problem bekannt?,DEVICE,weak_label,,
1994,634,@115821 @AmazonHelp why is my order at my local courier for the last 6 days and still hasn’t been delivered to me?? Over 1 week late 😡,,unlabelled,,
1995,140013,@AmazonHelp Struggling to see the point of having Amazon Prime if my item hasn't been dispatched 48 hours after my order was placed. I would love to have my new TV for Blue Planet on Sunday please,ORDER_DISPATCH,weak_label,,
1996,89316,"If I hear “it’s not our fault your package is late” one more time from @115821, I’m done with #Prime. @AmazonHelp",DELIVERY_DELAY,weak_label,,
1997,2073938,@AmazonHelp 15 minutes left to deliver then we are into day 3!! I’m at work tomorrow so what are you going to do about delivery of your driver won’t leave it behind the bins?,DELIVERY_INSTRUCTIONS,weak_label,,
1998,80629,@AmazonHelp Need support on seller central,SELLER,weak_label,,
1999,16453,@AmazonHelp Jaya janaki nayaka full movie upload bro,,unlabelled,,
2000,16788,@AmazonHelp Did the same..but din't get any response..n ur chat executive says we don't have any record of u..,,unlabelled,,
2001,64117,@AmazonHelp I ordered 3 books approx £8 each. They were a gift but the person already has 2 of them so I want to send them back and as far as I can see that's going to cost me £3.99 return fee per book!!!,RETURN,weak_label,,
2002,15698,@AmazonHelp Hi. This is where I'm stuck. When will you initiate the pick up? https://t.co/bVTocnrC1k,,unlabelled,,
2003,18131,@115850 @AmazonHelp 'Handed over directly to Customer' when I'd left this place at 6:00 pm &amp; never returned for the night. Trust @115850 to do the impossible,RETURN,weak_label,,
2004,183075,"@AmazonHelp
Talked regarding delivery delay issue worst experience. Unprofessional cs agent",DELIVERY_DELAY,weak_label,,
2005,1714251,"@AmazonHelp shall I share the order id
I didn't received the cash back on my order",PACKAGE_NOT_RECEIVED,weak_label,,
2006,30549,@AmazonHelp Many sellers are affected by this!  We can't get our money disbursed from Amazon seller accounts.  It's been going on for a week !,SELLER,weak_label,,
2007,130386,"@AmazonHelp  Order# 406-6151795-4450720 was never receive by me. and on the order tracking page , it is showing that it is delivered to me. Also signed by me.",DELIVERY_TRACKING,weak_label,,
2008,56937,@AmazonHelp Is there any way i can get a refund ? Because i really meed this on release .,REFUND,weak_label,,
2009,518780,"@239691 @AmazonHelp Hello 4wordSoul, 

I am sorry to hear that you may have been double charged.  If you would email me at __email__ and provide your order number or any warranty information I will happily follow up with you directly to confirm.

Thanks,
MQ",PAYMENT,weak_label,,
2010,77367,@AmazonHelp Please update me about the refund. Now I can't trust u ppl and again book it to get disappointment. I will now buy From @132994,REFUND,weak_label,,
2011,17671,@AmazonHelp Tried that. No joy. Original echo works. New echo plus works but adding both to music group seems impossible. Select one other is unavail,,unlabelled,,
2012,968219,@AmazonHelp Yes I am ordering from https://t.co/nIznPrO5YO. It's telling me to update my payment method so I do and it still ends up cancelling it,PAYMENT,weak_label,,
2013,360260,@AmazonHelp is your Alexa App currently down? Won't start on my iPhone...,DEVICE,weak_label,,
2014,756352,@AmazonHelp Rbl card not activated since last 8 days. Account locked so care people not helping. Wht to do. Replied on account lock .. no answer,ACCOUNT,weak_label,,
2015,230617,@AmazonHelp So basically they told me it’s not in stock and I can cancel my order.  I’d like to know when it’s going to ship!,ORDER_CANCELLATION,weak_label,,
2016,13576,@AmazonHelp  Ordered a camera; Shortly after received call from 206-508-4014. I didn't answer.. I immediately received an email from...,,unlabelled,,
2017,343132,"@AmazonHelp Expected by 30th october, dispatched.. i also ordered another parcel which says the same but it arrived no problem.",ORDER_DISPATCH,weak_label,,
2018,13144,@AmazonHelp Sorry to have to say this. But you all are idiots. Once more email completely ignoring my query and giving template reply,,unlabelled,,
2019,126827,@AmazonHelp There really is NO help for Amazon customers. This is a pacifier until Monday. I made a big mistake ordering from Amazon not knowing they aren't accountable for their mistakes. If they cancel your order they choose the item you get and the item they cancel. UNREAL??,ORDER_CANCELLATION,weak_label,,
2020,12500,@AmazonHelp Thanks.,,unlabelled,,
2021,921334,"@AmazonHelp I have not received everything promised in a package I ordered, what do I do. I'm in urgent need.",PACKAGE_NOT_RECEIVED,weak_label,,
2022,384403,@AmazonHelp why u guys okay d address for delivery if u cant deliver at dat address. Previously I hv rcvd delivery now ur courier guy denies,DELIVERY_INSTRUCTIONS,weak_label,,
2023,13148,@AmazonHelp I have written back. expecting a call urgently.,,unlabelled,,
2024,1481190,"@AmazonHelp I could do it online (via safari) however, when ordering from the iphone Amazon app it did not work. I have it now.",WEBSITE_OR_APP,weak_label,,
2025,360704,@115850 @AmazonHelp Where is order ?. No setisfectory response from CC. Delivery service getting worse ..,DELIVERY_TRACKING,weak_label,,
2026,19466,"@AmazonHelp via Twitter and you people ask me to fill one form, I did and wait to see what happen next~ thanks for asking~",,unlabelled,,
2027,1252195,"@AmazonHelp hi, why was I charged twice for one item? (As in, 2 x the price of the item has been charged to my card, so it’s not just an authorization issue)",PAYMENT,weak_label,,
2028,16822,@AmazonHelp The moment I tweeted you guyz i got a call from ur agent stating that he will pickup the product tomorrow really bad service #complain,,unlabelled,,
2029,76103,"@AmazonHelp It just shows ‘Your video library’, ‘Write a product review’ and ‘Hide Order’. No ‘Cancel item’",ORDER_CANCELLATION,weak_label,,
2030,527680,"@AmazonHelp from what I can tell, everything I ordered is in the box. But I have never received a package in this condition from any of the other carriers. I am willing to pay extra if I have too if only not to have @3375 ever used to deliver my packages.",PACKAGE_NOT_RECEIVED,weak_label,,
2031,18161,@AmazonHelp Do I have to share email thread of how they are treating to me.,,unlabelled,,
2032,69787,"Amazon.in is the biggest fraud in this country guys boycott this company they are cheating us by delivering empty boxes and not even giving the refund for this , i will upload the cctv camera footage of my house and show it to everyone @AmazonHelp",REFUND,weak_label,,
